qc_metric	comparison	method	value	n	library
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9791978328896027	26051	library5
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9668511712292606	26051	library5
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9828658536789111	26051	library5
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.989385152387063	26051	library5
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9536511757038504	26051	library5
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.9661581968337074	26051	library5
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.95399439456029	26051	library5
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9668511712292606	26051	library5
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.44048061747995293	26051	library5
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.4135801053099514	26051	library5
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.436231902346788	26051	library5
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.40765195880838706	26051	library5
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.4400550006790541	26051	library5
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.4277703270008028	26051	library5
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9795723939115633	26051	library5
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9852243832130803	26051	library5
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9436779600727654	26051	library5
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9560947108936311	26051	library5
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9442912096952109	26051	library5
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9568502416174455	26051	library5
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	-0.04008677154854913	26051	library5
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	-0.03715014909668526	26051	library5
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	-0.03857577960928043	26051	library5
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	-0.03531813803263177	26051	library5
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	-0.017019532062230003	26051	library5
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	-0.024670183815926602	26051	library5
basal_distribution	RNA1	basal	0.07807656371681661	90	library5
basal_distribution	RNA2	basal	0.06521262877687783	90	library5
basal_distribution	RNA3	basal	0.1009435558202706	90	library5
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9884003725780472	9778	library5
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9922385263288174	9778	library5
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9660004227282395	9778	library5
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9753523455817679	9778	library5
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9661088568983063	9778	library5
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9751050277395066	9778	library5
coverage	RNA1	mean	805.3555666666666	30000	library6
coverage	RNA2	mean	949.3633666666667	30000	library6
coverage	RNA3	mean	1184.8025	30000	library6
coverage	DNA	mean	1036.7573333333332	30000	library6
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9909301618282426	30000	library6
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.9748546900961899	30000	library6
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9685099632596796	30000	library6
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.9702753426631424	30000	library6
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9794958261337713	30000	library6
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.9822530279148951	30000	library6
raw_log_reprod	RNA1_vs_RNA2	pearson	0.9538081790821155	30000	library6
raw_log_reprod	RNA1_vs_RNA2	spearman	0.9748546900961899	30000	library6
raw_log_reprod	RNA1_vs_RNA3	pearson	0.9520888050125695	30000	library6
raw_log_reprod	RNA1_vs_RNA3	spearman	0.9702753426631424	30000	library6
raw_log_reprod	RNA2_vs_RNA3	pearson	0.9660944417889231	30000	library6
raw_log_reprod	RNA2_vs_RNA3	spearman	0.9822530279148951	30000	library6
bc_removed	DNA	count	248.0	30000	library6
bc_removed	RNA	count	3310.0	30000	library6
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9905118432409115	26442	library6
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9823415680722346	26442	library6
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9680344007427121	26442	library6
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.9778984348018234	26442	library6
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9792663879908641	26442	library6
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9878212105346618	26442	library6
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9692676545061933	26442	library6
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9823415680722346	26442	library6
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9682223809806549	26442	library6
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.9778984348018234	26442	library6
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9811273651352631	26442	library6
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9878212105346618	26442	library6
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.581017297838972	26442	library6
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.6160975387388692	26442	library6
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.5918696842024521	26442	library6
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.6280901176934943	26442	library6
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.5749060370017951	26442	library6
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.612720764995919	26442	library6
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9574584681625814	26442	library6
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9734765161927926	26442	library6
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9557636659938539	26442	library6
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9634058424701305	26442	library6
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9739218080043918	26442	library6
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9792115641609732	26442	library6
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	0.24317066883573843	26442	library6
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	0.27741014390796503	26442	library6
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	0.24655827963388524	26442	library6
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	0.27913845027603246	26442	library6
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	0.2242273352553042	26442	library6
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	0.2502385642115879	26442	library6
basal_distribution	RNA1	pseudobasal	0.07913687785875334	305	library6
basal_distribution	RNA2	pseudobasal	0.08463168455020313	305	library6
basal_distribution	RNA3	pseudobasal	0.0821170341862845	305	library6
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9748347768226955	9839	library6
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9854185867955426	9839	library6
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9751452714655505	9839	library6
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9823831934715541	9839	library6
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9847604821815866	9839	library6
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9901580328813969	9839	library6
coverage	RNA1	mean	680.7983666666667	30000	library7
coverage	RNA2	mean	763.5710333333334	30000	library7
coverage	RNA3	mean	725.2145	30000	library7
coverage	DNA	mean	844.7185	30000	library7
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9863270920866521	30000	library7
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.9646556714765808	30000	library7
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9741433935490387	30000	library7
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.9630055317320458	30000	library7
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9841235147728551	30000	library7
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.9779424798038805	30000	library7
raw_log_reprod	RNA1_vs_RNA2	pearson	0.9339512233927026	30000	library7
raw_log_reprod	RNA1_vs_RNA2	spearman	0.9646556714765808	30000	library7
raw_log_reprod	RNA1_vs_RNA3	pearson	0.9348220723989105	30000	library7
raw_log_reprod	RNA1_vs_RNA3	spearman	0.9630055317320458	30000	library7
raw_log_reprod	RNA2_vs_RNA3	pearson	0.9547850175834047	30000	library7
raw_log_reprod	RNA2_vs_RNA3	spearman	0.9779424798038805	30000	library7
bc_removed	DNA	count	218.0	30000	library7
bc_removed	RNA	count	3586.0	30000	library7
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9856210069409453	26196	library7
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9747586781855735	26196	library7
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9725976130000962	26196	library7
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.971677914665286	26196	library7
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9831788842670368	26196	library7
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9840957987502136	26196	library7
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9606504799644044	26196	library7
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9747586781855735	26196	library7
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9583918212791682	26196	library7
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.971677914665286	26196	library7
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9758240551744122	26196	library7
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9840957987502136	26196	library7
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.6016013521559747	26196	library7
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.6398591321412085	26196	library7
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.6174056654247544	26196	library7
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.654138009642251	26196	library7
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.6023946424735254	26196	library7
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.6386118755076703	26196	library7
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9432132151392261	26196	library7
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.961215653721837	26196	library7
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9396808025568639	26196	library7
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9541630540611006	26196	library7
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9646471300662887	26196	library7
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9733403141045843	26196	library7
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	0.2661910387272164	26196	library7
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	0.30087976138974915	26196	library7
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	0.27096121734186057	26196	library7
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	0.30410194669414314	26196	library7
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	0.24410012774404805	26196	library7
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	0.2713337200111405	26196	library7
basal_distribution	RNA1	pseudobasal	0.09361723325113135	291	library7
basal_distribution	RNA2	pseudobasal	0.097206675824034	291	library7
basal_distribution	RNA3	pseudobasal	0.10337674727248324	291	library7
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9650430155498259	9799	library7
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9776144166375247	9799	library7
activity_log_reprod	RNA1_vs_RNA3	pearson	0.96275538500809	9799	library7
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9744368573045946	9799	library7
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9784934201482214	9799	library7
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9854429107992667	9799	library7
coverage	RNA1	mean	941.8718087180872	33333	library8a
coverage	RNA2	mean	938.6328863288633	33333	library8a
coverage	RNA3	mean	1236.8023880238802	33333	library8a
coverage	DNA	mean	1312.2259022590226	33333	library8a
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9946878373790073	33333	library8a
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.8393282508262712	33333	library8a
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9950308437148156	33333	library8a
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.8306891271832794	33333	library8a
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9966666667752876	33333	library8a
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.8270175233747635	33333	library8a
raw_log_reprod	RNA1_vs_RNA2	pearson	0.829237124089272	33333	library8a
raw_log_reprod	RNA1_vs_RNA2	spearman	0.8393282508262712	33333	library8a
raw_log_reprod	RNA1_vs_RNA3	pearson	0.8246458023987709	33333	library8a
raw_log_reprod	RNA1_vs_RNA3	spearman	0.8306891271832794	33333	library8a
raw_log_reprod	RNA2_vs_RNA3	pearson	0.8206539056661191	33333	library8a
raw_log_reprod	RNA2_vs_RNA3	spearman	0.8270175233747635	33333	library8a
bc_removed	DNA	count	1323.0	33333	library8a
bc_removed	RNA	count	11340.0	33333	library8a
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9946829633932952	20670	library8a
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9423765072354917	20670	library8a
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9950521362152158	20670	library8a
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.9408120874322872	20670	library8a
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9967150133423957	20670	library8a
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9382711126537703	20670	library8a
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9574746790617243	20670	library8a
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9423765072354917	20670	library8a
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9518083120109837	20670	library8a
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.9408120874322872	20670	library8a
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9512359448429357	20670	library8a
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9382711126537703	20670	library8a
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.41930589214151914	20670	library8a
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.3747369626508914	20670	library8a
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.42353016305260227	20670	library8a
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.3808242993541891	20670	library8a
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.4020399034872976	20670	library8a
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.35849286722162016	20670	library8a
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.949836896727692	20670	library8a
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9459541628859421	20670	library8a
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9440229561844173	20670	library8a
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9420015023017109	20670	library8a
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9432726196348813	20670	library8a
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9410286439776083	20670	library8a
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	-0.14112481529647353	20670	library8a
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	-0.16196675442201064	20670	library8a
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	-0.13811705046147793	20670	library8a
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	-0.16121134808728896	20670	library8a
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	-0.13795439175602653	20670	library8a
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	-0.16177467918507604	20670	library8a
basal_distribution	RNA1	pseudobasal	0.7645577090167262	64	library8a
basal_distribution	RNA2	pseudobasal	0.8624666991754506	64	library8a
basal_distribution	RNA3	pseudobasal	0.8848512022645323	64	library8a
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9497811837310426	20639	library8a
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9459039565260903	20639	library8a
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9439409728397696	20639	library8a
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9419634590261725	20639	library8a
activity_log_reprod	RNA2_vs_RNA3	pearson	0.943186602024555	20639	library8a
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9409986433349756	20639	library8a
coverage	RNA1	mean	1302.8587885878858	33333	library8b
coverage	RNA2	mean	1241.0363003630036	33333	library8b
coverage	RNA3	mean	1615.1065010650107	33333	library8b
coverage	DNA	mean	2003.2439624396243	33333	library8b
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9969342356261486	33333	library8b
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.8571001525254116	33333	library8b
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9964729079992027	33333	library8b
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.846414307636292	33333	library8b
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9963777551328961	33333	library8b
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.8417656242952279	33333	library8b
raw_log_reprod	RNA1_vs_RNA2	pearson	0.8528856658752597	33333	library8b
raw_log_reprod	RNA1_vs_RNA2	spearman	0.8571001525254116	33333	library8b
raw_log_reprod	RNA1_vs_RNA3	pearson	0.8466632865076258	33333	library8b
raw_log_reprod	RNA1_vs_RNA3	spearman	0.846414307636292	33333	library8b
raw_log_reprod	RNA2_vs_RNA3	pearson	0.8424519576542419	33333	library8b
raw_log_reprod	RNA2_vs_RNA3	spearman	0.8417656242952279	33333	library8b
bc_removed	DNA	count	890.0	33333	library8b
bc_removed	RNA	count	9597.0	33333	library8b
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9969432852790996	22846	library8b
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9468351527106466	22846	library8b
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9964941299728828	22846	library8b
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.942725626811538	22846	library8b
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9964012032633457	22846	library8b
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9407264262415677	22846	library8b
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9549654528364199	22846	library8b
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9468351527106466	22846	library8b
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9480688841171472	22846	library8b
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.942725626811538	22846	library8b
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9459592024200996	22846	library8b
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9407264262415677	22846	library8b
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.450243694781584	22846	library8b
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.3868058018790841	22846	library8b
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.4533128260746381	22846	library8b
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.3920925126071469	22846	library8b
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.4320217907388109	22846	library8b
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.37199170347283195	22846	library8b
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9446253682522167	22846	library8b
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9431821930110454	22846	library8b
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9372283008190929	22846	library8b
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9363074403319979	22846	library8b
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9345693444764036	22846	library8b
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9333096898969957	22846	library8b
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	-0.09709704539963174	22846	library8b
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	-0.11510167952529243	22846	library8b
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	-0.09791882531417614	22846	library8b
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	-0.11738815844074656	22846	library8b
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	-0.09793905606726097	22846	library8b
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	-0.11872210533253029	22846	library8b
basal_distribution	RNA1	pseudobasal	0.5034651602065437	87	library8b
basal_distribution	RNA2	pseudobasal	0.5331567044537469	87	library8b
basal_distribution	RNA3	pseudobasal	0.47470544611929233	87	library8b
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9446429738832232	22801	library8b
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9432473179023781	22801	library8b
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9372170922414613	22801	library8b
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9363845567700707	22801	library8b
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9345725359575974	22801	library8b
activity_log_reprod	RNA2_vs_RNA3	spearman	0.933385140780602	22801	library8b
coverage	RNA1	mean	1110.7160856782864	33334	library8c
coverage	RNA2	mean	1105.3738825223495	33334	library8c
coverage	RNA3	mean	1452.4844303113937	33334	library8c
coverage	DNA	mean	1055.9066418671628	33334	library8c
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9995354039778511	33334	library8c
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.8265361335815379	33334	library8c
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9994527803952873	33334	library8c
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.8205381775517405	33334	library8c
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9997553546170219	33334	library8c
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.8184326094674753	33334	library8c
raw_log_reprod	RNA1_vs_RNA2	pearson	0.8393613965616672	33334	library8c
raw_log_reprod	RNA1_vs_RNA2	spearman	0.8265361335815379	33334	library8c
raw_log_reprod	RNA1_vs_RNA3	pearson	0.8370964850527338	33334	library8c
raw_log_reprod	RNA1_vs_RNA3	spearman	0.8205381775517405	33334	library8c
raw_log_reprod	RNA2_vs_RNA3	pearson	0.8316366665256235	33334	library8c
raw_log_reprod	RNA2_vs_RNA3	spearman	0.8184326094674753	33334	library8c
bc_removed	DNA	count	2991.0	33334	library8c
bc_removed	RNA	count	11810.0	33334	library8c
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9995373207437617	18533	library8c
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9575678533144272	18533	library8c
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9994564352645274	18533	library8c
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.9556845193012967	18533	library8c
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9997587146076948	18533	library8c
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9548109551906627	18533	library8c
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9694174853411368	18533	library8c
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9575678533144272	18533	library8c
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9648671848875254	18533	library8c
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.9556845193012967	18533	library8c
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9650123977234435	18533	library8c
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9548109551906627	18533	library8c
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.44553496041534624	18533	library8c
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.41795053235221585	18533	library8c
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.4487173002910663	18533	library8c
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.4233671407219568	18533	library8c
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.4294253594065838	18533	library8c
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.4045160046827377	18533	library8c
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9626942766584927	18533	library8c
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9493533201948302	18533	library8c
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9578751797621585	18533	library8c
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9430794250206294	18533	library8c
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9579663949900846	18533	library8c
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9425147918130264	18533	library8c
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	-0.07234994899581004	18533	library8c
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	-0.09945502529511546	18533	library8c
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	-0.0708765407030262	18533	library8c
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	-0.10480754677634238	18533	library8c
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	-0.07667213332824621	18533	library8c
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	-0.11129013990699495	18533	library8c
basal_distribution	RNA1	pseudobasal	0.530747042527531	51	library8c
basal_distribution	RNA2	pseudobasal	0.6780721167941286	51	library8c
basal_distribution	RNA3	pseudobasal	0.6074402838008663	51	library8c
activity_log_reprod	RNA1_vs_RNA2	pearson	0.962668814747883	18505	library8c
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9493466308703676	18505	library8c
activity_log_reprod	RNA1_vs_RNA3	pearson	0.957840324985811	18505	library8c
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9431018192940122	18505	library8c
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9579344627648885	18505	library8c
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9425470334225663	18505	library8c
coverage	RNA1	mean	1038.9067	30000	library9a
coverage	RNA2	mean	931.8171333333333	30000	library9a
coverage	RNA3	mean	961.6041	30000	library9a
coverage	DNA	mean	612.4583	30000	library9a
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9951429011124813	30000	library9a
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.6378013253652104	30000	library9a
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.982307025098597	30000	library9a
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.6410240812605967	30000	library9a
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9838239857922941	30000	library9a
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.6188092382160694	30000	library9a
raw_log_reprod	RNA1_vs_RNA2	pearson	0.7067179798537532	30000	library9a
raw_log_reprod	RNA1_vs_RNA2	spearman	0.6378013253652104	30000	library9a
raw_log_reprod	RNA1_vs_RNA3	pearson	0.7041116816235506	30000	library9a
raw_log_reprod	RNA1_vs_RNA3	spearman	0.6410240812605967	30000	library9a
raw_log_reprod	RNA2_vs_RNA3	pearson	0.6948433783293797	30000	library9a
raw_log_reprod	RNA2_vs_RNA3	spearman	0.6188092382160694	30000	library9a
bc_removed	DNA	count	10430.0	30000	library9a
bc_removed	RNA	count	10500.0	30000	library9a
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9951898848866879	9070	library9a
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9697331010560086	9070	library9a
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9820882093611134	9070	library9a
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.9670856060454723	9070	library9a
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9836224642070635	9070	library9a
